,順位,コード,名称,市場,時価総額,上場年月日,取引値,決算年月
908,909,3908,(株)コラボス,東証GRT,1605,2015-03-17,335.0,2023/03
909,910,3910,(株)エムケイシステム,東証STD,1894,2015-03-17,349.0,2023/03
910,911,3222,ユナイテッド・スーパーマーケット・ホールディングス(株),東証STD,131681,2015-03-02,1000.0,2023/02
911,912,3907,シリコンスタジオ(株),東証GRT,2959,2015-02-23,995.0,2023/11
912,913,1384,(株)ホクリヨウ,東証STD,9017,2015-02-20,1066.0,2023/03
913,914,3454,ファーストブラザーズ(株),東証STD,18157,2015-02-18,1257.0,2023/11
914,915,6037,(株)ファーストロジック,東証STD,11821,2015-02-18,499.0,2023/07
915,916,6036,ＫｅｅＰｅｒ技研(株),東証PRM,183260,2015-02-12,6480.0,2023/06
916,917,3453,ケネディクス商業リート投資法人,東証,161383,2015-02-10,268000.0,---
917,918,6035,(株)アイ・アールジャパンホールディングス,東証PRM,23691,2015-02-02,1328.0,2023/03
918,919,7814,(株)日本創発グループ,東証STD,30447,2015-01-05,597.0,2022/12
919,920,6034,ＭＲＴ(株),東証GRT,5682,2014-12-26,994.0,2022/12
920,921,3904,(株)カヤック,東証GRT,12694,2014-12-25,788.0,2022/12
921,922,6033,(株)エクストリーム,東証GRT,7137,2014-12-25,1297.0,2023/03
922,923,7815,東京ボード工業(株),東証STD,2079,2014-12-25,568.0,2023/03
923,924,3199,綿半ホールディングス(株),東証PRM,29179,2014-12-24,1464.0,2023/03
924,925,3221,(株)ヨシックスホールディングス,東証PRM,29954,2014-12-24,2891.0,2023/03
925,926,3905,データセクション(株),東証GRT,9124,2014-12-24,610.0,2023/03
926,927,9517,イーレックス(株),東証PRM,49053,2014-12-22,825.0,2023/03
927,928,6031,サイジニア(株),東証GRT,9177,2014-12-19,717.0,2023/06
928,929,9551,メタウォーター(株),東証PRM,99754,2014-12-19,2180.0,2023/03
929,930,2883,(株)大冷,東証STD,11662,2014-12-18,1941.0,2023/03
930,931,3903,(株)ｇｕｍｉ,東証PRM,15750,2014-12-18,398.0,2023/04
931,932,6030,(株)アドベンチャー,東証GRT,37134,2014-12-18,4935.0,2023/06
932,933,2586,(株)フルッタフルッタ,東証GRT,1328,2014-12-17,38.0,2023/03
933,934,4248,竹本容器(株),東証STD,9773,2014-12-17,780.0,2023/12
934,935,7175,今村証券(株),東証STD,5996,2014-12-17,1127.0,2023/03
935,936,3198,ＳＦＰホールディングス(株),東証PRM,54363,2014-12-16,2108.0,2023/02
936,937,3901,マークラインズ(株),東証PRM,42817,2014-12-16,3240.0,2023/12
937,938,3902,メディカル・データ・ビジョン(株),東証PRM,24817,2014-12-16,620.0,2022/12
938,939,6029,アトラグループ(株),東証STD,1891,2014-12-16,186.0,2022/12
939,940,9418,(株)ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,東証PRM,256734,2014-12-16,4270.0,2023/08
940,941,6028,テクノプロ・ホールディングス(株),東証PRM,356236,2014-12-15,3320.0,2023/06
941,942,3900,(株)クラウドワークス,東証GRT,26262,2014-12-12,1692.0,2023/09
942,943,3452,(株)ビーロット,東証STD,20734,2014-12-11,1035.0,2022/12
943,944,6026,ＧＭＯ　ＴＥＣＨ(株),東証GRT,4931,2014-12-11,4480.0,2022/12
944,945,6027,弁護士ドットコム(株),東証GRT,88374,2014-12-11,3950.0,2023/03
945,946,7816,(株)スノーピーク,東証PRM,33067,2014-12-11,867.0,2022/12
946,947,3309,積水ハウス・リート投資法人,東証,339565,2014-12-03,77500.0,---
947,948,3451,トーセイ・リート投資法人,東証,52892,2014-11-27,140500.0,---
948,949,3698,(株)ＣＲＩ・ミドルウェア,東証GRT,4608,2014-11-27,826.0,2023/09
949,950,6025,日本ＰＣサービス(株),名証NXT,1326,2014-11-26,762.0,2023/08
950,951,3697,(株)ＳＨＩＦＴ,東証PRM,486050,2014-11-13,27265.0,2023/08
951,952,6099,(株)エラン,東証PRM,61812,2014-11-07,1020.0,2022/12
952,953,3308,日本ヘルスケア投資法人,東証,13150,2014-11-05,176200.0,---
953,954,9467,(株)アルファポリス,東証GRT,19181,2014-10-30,1980.0,2023/03
954,955,3694,(株)オプティム,東証PRM,50739,2014-10-22,920.0,2023/03
955,956,3696,(株)セレス,東証PRM,18564,2014-10-22,1549.0,2023/12
956,957,3695,ＧＭＯリサーチ(株),東証GRT,4570,2014-10-21,2725.0,2023/12
957,958,6098,(株)リクルートホールディングス,東証PRM,10652325,2014-10-16,6281.0,2023/03
958,959,3197,(株)すかいらーくホールディングス,東証PRM,549759,2014-10-09,2416.5,2022/12
959,960,6240,ヤマシンフィルタ(株),東証PRM,26439,2014-10-08,367.0,2023/03
960,961,2060,フィード・ワン(株),東証PRM,38054,2014-10-01,989.0,2023/03
961,962,7173,(株)東京きらぼしフィナンシャルグループ,東証PRM,124746,2014-10-01,4070.0,2023/03
962,963,9468,(株)ＫＡＤＯＫＡＷＡ,東証PRM,422517,2014-10-01,2980.0,2023/03
963,964,3196,(株)ホットランド,東証PRM,43246,2014-09-30,1997.0,2022/12
964,965,3692,(株)ＦＦＲＩセキュリティ,東証GRT,11785,2014-09-30,1439.0,2023/03
965,966,4591,(株)リボミック,東証GRT,3605,2014-09-25,101.0,2023/03
966,967,3195,(株)ジェネレーションパス,東証GRT,1912,2014-09-24,231.0,2023/10
967,968,3300,(株)アンビション　ＤＸ　ホールディングス,東証GRT,5498,2014-09-19,800.0,2023/06
968,969,3691,(株)デジタルプラス,東証GRT,1901,2014-09-18,515.0,2023/09
969,970,3690,(株)イルグルム,東証GRT,4091,2014-09-17,642.0,2023/09
970,971,7172,(株)ジャパンインベストメントアドバイザー,東証PRM,46653,2014-09-11,940.0,2023/12
971,972,3193,(株)鳥貴族ホールディングス,東証PRM,45501,2014-07-10,3915.0,2023/07
972,973,3688,(株)ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,東証PRM,40145,2014-07-02,1595.0,2022/12
973,974,6095,メドピア(株),東証PRM,14795,2014-06-27,673.0,2023/09
974,975,6096,(株)レアジョブ,東証STD,8990,2014-06-27,915.0,2023/03
975,976,4247,ポバール興業(株),東証STD,3373,2014-06-25,1280.0,2023/03
976,977,4979,ＯＡＴアグリオ(株),東証STD,21059,2014-06-25,1902.0,2022/12
977,978,6094,(株)フリークアウト・ホールディングス,東証GRT,13157,2014-06-24,730.0,2023/09
978,979,3299,(株)ムゲンエステート,東証STD,28259,2014-06-18,1160.0,2022/12
979,980,3297,(株)東武住販,東証STD,3171,2014-05-22,1169.0,2023/05
980,981,3296,日本リート投資法人,東証,150727,2014-04-24,335000.0,---
981,982,3192,(株)白鳩,東証STD,2221,2014-04-23,333.0,2023/02
982,983,3687,(株)フィックスターズ,東証PRM,55531,2014-04-23,1651.0,2023/09
983,984,9024,(株)西武ホールディングス,東証PRM,703532,2014-04-23,2175.0,2023/03
984,985,3191,(株)ジョイフル本田,東証PRM,136483,2014-04-18,1990.0,2023/06
985,986,6616,トレックス・セミコンダクター(株),東証PRM,20590,2014-04-08,1782.0,2023/03
986,987,9090,ＡＺ－ＣＯＭ丸和ホールディングス(株),東証PRM,203389,2014-04-08,1474.0,2023/03
987,988,1333,マルハニチロ(株),東証PRM,152596,2014-04-01,3017.0,2023/03
988,989,6093,(株)エスクロー・エージェント・ジャパン,東証STD,6479,2014-03-28,141.0,2023/02
989,990,3686,(株)ディー・エル・イー,東証STD,7653,2014-03-26,180.0,2023/03
990,991,7779,ＣＹＢＥＲＤＹＮＥ(株),東証GRT,28314,2014-03-26,206.0,2023/03
991,992,3190,(株)ホットマン,東証STD,4293,2014-03-20,590.0,2023/03
992,993,6740,(株)ジャパンディスプレイ,東証PRM,77608,2014-03-19,20.0,2023/03
993,994,6810,マクセル(株),東証PRM,79613,2014-03-18,1602.0,2023/03
994,995,4246,ダイキョーニシカワ(株),東証PRM,54683,2014-03-13,740.0,2023/03
995,996,6092,(株)エンバイオ・ホールディングス,東証GRT,4766,2014-03-12,583.0,2023/03
996,997,9414,日本ＢＳ放送(株),東証STD,16089,2014-03-12,903.0,2023/08
997,998,3683,(株)サイバーリンクス,東証STD,9275,2014-03-06,816.0,2022/12
998,999,3295,ヒューリックリート投資法人,東証,221184,2014-02-07,153600.0,---
999,1000,6091,(株)ウエスコホールディングス,東証STD,9394,2014-02-03,530.0,2023/07
1000,1001,1663,Ｋ＆Ｏエナジーグループ(株),東証PRM,70755,2014-01-06,2497.0,2022/12
1001,1002,6090,ヒューマン・メタボローム・テクノロジーズ(株),東証GRT,3898,2013-12-24,659.0,2023/06
1002,1003,4245,(株)ダイキアクシス,東証STD,9735,2013-12-19,712.0,2022/12
1003,1004,6086,シンメンテホールディングス(株),東証GRT,16499,2013-12-19,1523.0,2023/02
1004,1005,6089,(株)ウィルグループ,東証PRM,25656,2013-12-19,1118.0,2023/03
1005,1006,7167,(株)めぶきフィナンシャルグループ,東証PRM,464046,2013-12-19,426.1,2023/03
1006,1007,3294,(株)イーグランド,東証STD,10034,2013-12-18,1573.0,2023/03
1007,1008,6085,アーキテクツ・スタジオ・ジャパン(株),東証GRT,1274,2013-12-18,519.0,2023/03
1008,1009,6087,(株)アビスト,東証STD,12517,2013-12-18,3145.0,2023/09
1009,1010,6088,(株)シグマクシス・ホールディングス,東証PRM,74372,2013-12-18,1606.0,2023/03
1010,1011,3293,アズマハウス(株),東証STD,6177,2013-12-17,766.0,2023/03
1011,1012,1429,(株)日本アクア,東証PRM,35699,2013-12-13,1027.0,2022/12
1012,1013,3682,エンカレッジ・テクノロジ(株),東証STD,4341,2013-12-11,627.0,2023/03
1013,1014,3681,(株)ブイキューブ,東証PRM,7322,2013-12-10,296.0,2022/12
1014,1015,3680,(株)ホットリンク,東証GRT,6291,2013-12-09,394.0,2022/12
1015,1016,4588,オンコリスバイオファーマ(株),東証GRT,10588,2013-12-06,537.0,2023/12
1016,1017,6082,(株)ライドオンエクスプレスホールディングス,東証STD,11222,2013-12-03,1030.0,2023/03
1017,1018,6083,ＥＲＩホールディングス(株),東証STD,14513,2013-12-02,1853.0,2023/05
1018,1019,6081,アライドアーキテクツ(株),東証GRT,4089,2013-11-29,287.0,2022/12
1019,1020,3292,イオンリート投資法人,東証,288645,2013-11-22,135900.0,---
1020,1021,3679,(株)じげん,東証PRM,56632,2013-11-22,507.0,2023/03
1021,1022,3678,(株)メディアドゥ,東証PRM,18808,2013-11-20,1243.0,2023/02
1022,1023,6080,Ｍ＆Ａキャピタルパートナーズ(株),東証PRM,75968,2013-11-20,2392.0,2023/09
1023,1024,3189,(株)ＡＮＡＰ,東証STD,1199,2013-11-19,219.0,2023/08
1024,1025,3291,飯田グループホールディングス(株),東証PRM,586273,2013-11-01,2091.0,2023/03
1025,1026,3290,Oneリート投資法人,東証,73023,2013-10-09,272000.0,---
1026,1027,6078,(株)バリューＨＲ,東証PRM,37296,2013-10-04,1362.0,2022/12
1027,1028,3289,東急不動産ホールディングス(株),東証PRM,713568,2013-10-01,991.3,2023/03
1028,1029,3676,(株)デジタルハーツホールディングス,東証PRM,25061,2013-10-01,1049.0,2023/03
1029,1030,4275,カーリットホールディングス(株),東証PRM,23882,2013-10-01,993.0,2023/03
1030,1031,7315,(株)ＩＪＴＴ,東証STD,41781,2013-10-01,850.0,2023/03
1031,1032,8370,(株)紀陽銀行,東証PRM,117977,2013-10-01,1753.0,2023/03
1032,1033,5698,(株)エンビプロ・ホールディングス,東証PRM,16066,2013-09-25,532.0,2023/06
1033,1034,3288,(株)オープンハウスグループ,東証PRM,566523,2013-09-20,4698.0,2023/09
1034,1035,3187,(株)サンワカンパニー,東証GRT,9711,2013-09-13,505.0,2023/09
1035,1036,6076,(株)アメイズ,福証,18625,2013-08-13,1225.0,2023/11
1036,1037,3186,(株)ネクステージ,東証PRM,188508,2013-07-30,2334.0,2023/11
1037,1038,3287,星野リゾート・リート投資法人,東証,135701,2013-07-12,531000.0,---
1038,1039,3185,夢展望(株),東証GRT,2490,2013-07-10,169.0,2023/03
1039,1040,2587,サントリー食品インターナショナル(株),東証PRM,1545309,2013-07-03,5001.0,2022/12
1040,1041,3286,トラストホールディングス(株),東証GRT,2946,2013-07-01,566.0,2023/06
1041,1042,3184,ＩＣＤＡホールディングス(株),東証STD,6258,2013-06-27,2980.0,2023/03
1042,1043,6074,(株)ジェイエスエス,東証STD,2214,2013-06-27,550.0,2023/03
1043,1044,4978,(株)リプロセル,東証GRT,14273,2013-06-26,167.0,2023/03
1044,1045,6248,(株)横田製作所,東証STD,2361,2013-06-13,1260.0,2023/03
1045,1046,3285,野村不動産マスターファンド投資法人（旧）,東証,255284,2013-06-12,153300.0,---
1046,1047,4587,ペプチドリーム(株),東証PRM,167258,2013-06-11,1286.5,2022/12
1047,1048,3675,(株)クロス・マーケティンググループ,東証PRM,11483,2013-06-03,575.0,2023/06
1048,1049,3674,(株)オークファン,東証GRT,4380,2013-04-25,405.0,2023/09
1049,1050,1420,サンヨーホームズ(株),東証STD,9528,2013-04-09,755.0,2023/03
1050,1051,3183,ウイン・パートナーズ(株),東証PRM,38953,2013-04-01,1277.0,2023/03
1051,1052,3284,(株)フージャースホールディングス,東証PRM,38652,2013-04-01,1047.0,2023/03
1052,1053,3863,日本製紙(株),東証PRM,138460,2013-04-01,1191.0,2023/03
1053,1054,1419,タマホーム(株),東証PRM,119296,2013-03-27,4050.0,2023/05
1054,1055,3673,(株)ブロードリーフ,東証PRM,57368,2013-03-22,586.0,2023/12
1055,1056,6073,(株)アサンテ,東証PRM,20363,2013-03-19,1649.0,2023/03
1056,1057,7215,(株)ファルテック,東証STD,5196,2013-03-19,554.0,2023/03
1057,1058,2588,(株)プレミアムウォーターホールディングス,東証STD,96370,2013-03-15,3250.0,2023/03
1058,1059,9025,鴻池運輸(株),東証PRM,101717,2013-03-15,1786.0,2023/03
1059,1060,3672,(株)オルトプラス,東証STD,2924,2013-03-14,141.0,2023/09
1060,1061,3182,オイシックス・ラ・大地(株),東証PRM,49437,2013-03-13,1300.0,2023/03
1061,1062,3671,ソフトマックス(株),東証GRT,4536,2013-03-12,756.0,2022/12
1062,1063,3670,協立情報通信(株),東証STD,2103,2013-02-20,1744.0,2023/03
1063,1064,3180,(株)ビューティガレージ,東証PRM,28156,2013-02-14,2208.0,2023/04
1064,1065,3181,(株)買取王国,東証STD,2938,2013-02-14,807.0,2023/02
1065,1066,3283,日本プロロジスリート投資法人,東証,747198,2013-02-14,263200.0,---
1066,1067,4586,(株)メドレックス,東証GRT,5256,2013-02-13,137.0,2023/12
1067,1068,3282,コンフォリア・レジデンシャル投資法人,東証,229626,2013-02-06,303000.0,---
1068,1069,3261,(株)グランディーズ,東証GRT,1415,2012-12-21,389.0,2023/12
1069,1070,3281,ＧＬＰ投資法人,東証,632413,2012-12-21,128400.0,---
1070,1071,6072,地盤ネットホールディングス(株),東証GRT,3611,2012-12-21,156.0,2023/03
1071,1072,2931,(株)ユーグレナ,東証PRM,88612,2012-12-20,658.0,2022/12
1072,1073,3179,シュッピン(株),東証PRM,25204,2012-12-20,1086.0,2023/03
1073,1074,6165,パンチ工業(株),東証STD,10489,2012-12-20,426.0,2023/03
1074,1075,7164,全国保証(株),東証PRM,376453,2012-12-19,5466.0,2023/03
1075,1076,3178,チムニー(株),東証STD,28199,2012-12-14,1458.0,2023/03
1076,1077,3668,(株)コロプラ,東証PRM,75614,2012-12-13,581.0,2023/09
1077,1078,4929,(株)アジュバンホールディングス,東証STD,7521,2012-12-13,935.0,2023/03
1078,1079,3667,(株)ｅｎｉｓｈ,東証STD,3964,2012-12-11,184.0,2023/12
1079,1080,3666,(株)テクノスジャパン,東証STD,12077,2012-12-07,592.0,2023/03
1080,1081,6071,(株)ＩＢＪ,東証PRM,26880,2012-12-06,640.0,2023/12
1081,1082,5932,三協立山(株),東証PRM,28525,2012-12-01,904.0,2023/05
1082,1083,4584,キッズウェル・バイオ(株),東証GRT,4919,2012-11-30,128.0,2023/03
1083,1084,3263,大和ハウスリート投資法人（旧）,東証,224448,2012-11-28,640000.0,---
1084,1085,3280,(株)エストラスト,東証STD,4089,2012-11-21,663.0,2023/02
1085,1086,6070,キャリアリンク(株),東証PRM,32624,2012-11-15,2590.0,2023/03
1086,1087,3177,(株)ありがとうサービス,東証STD,3342,2012-11-12,3505.0,2023/02
1087,1088,3176,三洋貿易(株),東証PRM,37826,2012-10-23,1304.0,2023/09
1088,1089,3896,阿波製紙(株),東証STD,4995,2012-10-23,491.0,2023/03
1089,1090,6069,トレンダーズ(株),東証GRT,7595,2012-10-19,955.0,2023/03
1090,1091,9386,日本コンセプト(株),東証PRM,24367,2012-10-04,1757.0,2022/12
1091,1092,5703,日本軽金属ホールディングス(株),東証PRM,106815,2012-10-01,1723.0,2023/03
1092,1093,6617,(株)東光高岳,東証PRM,39372,2012-10-01,2419.0,2023/03
1093,1094,7161,(株)じもとホールディングス,東証STD,14574,2012-10-01,543.0,2023/03
1094,1095,7162,アストマックス(株),東証STD,3066,2012-10-01,233.0,2023/03
1095,1096,8524,(株)北洋銀行,東証PRM,136080,2012-10-01,341.0,2023/03
1096,1097,3175,(株)エー・ピーホールディングス,東証STD,12575,2012-09-25,985.0,2023/03
1097,1098,9201,日本航空(株),東証PRM,1229248,2012-09-19,2812.0,2023/03
1098,1099,3665,(株)エニグモ,東証PRM,14456,2012-07-24,339.0,2023/01
1099,1100,9419,(株)ワイヤレスゲート,東証STD,2943,2012-07-19,273.0,2022/12
1100,1101,3664,(株)モブキャストホールディングス,東証GRT,2500,2012-06-26,56.0,2022/12
1101,1102,3174,(株)ハピネス・アンド・ディ,東証STD,2316,2012-06-22,897.0,2023/08
1102,1103,6063,日本エマージェンシーアシスタンス(株),東証STD,2134,2012-06-20,847.0,2023/12
1103,1104,3279,アクティビア・プロパティーズ投資法人,東証,320556,2012-06-13,397000.0,---
1104,1105,2930,(株)北の達人コーポレーション,東証PRM,31177,2012-05-29,221.0,2023/02
1105,1106,6062,(株)チャーム・ケア・コーポレーション,東証PRM,43834,2012-04-27,1340.0,2023/06
1106,1107,3278,ケネディクス・レジデンシャル・ネクスト投資法人,東証,225326,2012-04-26,210500.0,---
1107,1108,6061,(株)ユニバーサル園芸社,東証STD,18417,2012-04-26,3665.0,2023/06
1108,1109,6060,こころネット(株),東証STD,4120,2012-04-25,1072.0,2023/03
1109,1110,6059,(株)ウチヤマホールディングス,東証STD,8021,2012-04-20,371.0,2023/03
1110,1111,3662,(株)エイチーム,東証PRM,10924,2012-04-04,552.0,2023/07
1111,1112,3663,(株)セルシス,東証STD,27312,2012-04-02,753.0,2023/12
1112,1113,6058,(株)ベクトル,東証PRM,58149,2012-03-27,1207.0,2023/02
1113,1114,7157,ライフネット生命保険(株),東証GRT,108619,2012-03-15,1353.0,2023/03
1114,1115,3661,(株)エムアップホールディングス,東証PRM,35730,2012-03-14,979.0,2023/03
1115,1116,3173,(株)Ｃｏｍｉｎｉｘ,東証STD,5804,2012-03-09,845.0,2023/03
1116,1117,3660,(株)アイスタイル,東証PRM,33098,2012-03-08,416.0,2023/06
1117,1118,3172,ティーライフ(株),東証STD,5959,2012-03-06,1398.0,2023/07
1118,1119,3169,(株)ミサワ,東証STD,4488,2011-12-22,631.0,2023/01
1119,1120,9206,(株)スターフライヤー,東証STD,9369,2011-12-21,2670.0,2023/03
1120,1121,4583,(株)カイオム・バイオサイエンス,東証GRT,7317,2011-12-20,139.0,2022/12
1121,1122,4977,新田ゼラチン(株),東証STD,14332,2011-12-20,780.0,2023/03
1122,1123,6055,ジャパンマテリアル(株),東証PRM,267290,2011-12-19,2542.0,2023/03
1123,1124,6619,ダブル・スコープ(株),東証PRM,40370,2011-12-16,731.0,2022/12
1124,1125,3659,(株)ネクソン,東証PRM,2188221,2011-12-14,2552.0,2023/12
1125,1126,3277,(株)サンセイランディック,東証STD,9272,2011-12-13,1080.0,2022/12
1126,1127,6054,(株)リブセンス,東証STD,6871,2011-12-07,244.0,2022/12
1127,1128,1383,ベルグアース(株),東証STD,5435,2011-11-29,3375.0,2023/10
1128,1129,3444,(株)菊池製作所,東証STD,4380,2011-10-28,355.0,2023/04
1129,1130,3657,ポールトゥウィンホールディングス(株),東証PRM,19421,2011-10-26,509.0,2023/01
1130,1131,7777,(株)スリー・ディー・マトリックス,東証GRT,8491,2011-10-24,107.0,2023/04
1131,1132,3276,(株)ＪＰＭＣ,東証PRM,21898,2011-10-21,1151.0,2022/12
1132,1133,4582,シンバイオ製薬(株),東証GRT,8956,2011-10-20,206.0,2023/12
1133,1134,2117,ウェルネオシュガー(株),東証PRM,80763,2011-10-03,2304.0,2023/03
1134,1135,4581,大正製薬ホールディングス(株),東証STD,732201,2011-10-03,8600.0,2023/03
1135,1136,6620,宮越ホールディングス(株),東証PRM,41375,2011-10-03,1034.0,2023/03
1136,1137,6625,ＪＡＬＣＯホールディングス(株),東証STD,37497,2011-10-03,333.0,2023/03
1137,1138,7022,サノヤスホールディングス(株),東証STD,4865,2011-10-03,144.0,2023/03
1138,1139,7817,パラマウントベッドホールディングス(株),東証PRM,157228,2011-10-01,2546.0,2023/03
1139,1140,3656,ＫＬａｂ(株),東証PRM,14259,2011-09-27,347.0,2023/12
1140,1141,3655,(株)ブレインパッド,東証PRM,27943,2011-09-22,1253.0,2023/06
1141,1142,3653,(株)モルフォ,東証GRT,8939,2011-07-21,1651.0,2023/10
1142,1143,4579,ラクオリア創薬(株),東証GRT,13666,2011-07-20,632.0,2022/12
1143,1144,1909,日本ドライケミカル(株),東証STD,18895,2011-06-29,2631.0,2023/03
1144,1145,6626,ＳＥＭＩＴＥＣ(株),東証STD,20082,2011-06-29,1766.0,2023/03
1145,1146,2882,(株)イートアンドホールディングス,東証PRM,24273,2011-06-24,2142.0,2023/02
1146,1147,3275,ハウスコム(株),東証STD,7097,2011-06-23,911.0,2023/03
1147,1148,3652,(株)ディジタルメディアプロフェッショナル,東証GRT,8732,2011-06-23,2770.0,2023/03
1148,1149,3168,黒谷(株),東証STD,8688,2011-06-09,606.0,2023/08
1149,1150,3608,(株)ＴＳＩホールディングス,東証PRM,61040,2011-06-01,701.0,2023/02
1150,1151,3167,(株)ＴＯＫＡＩホールディングス,東証PRM,140518,2011-04-01,1006.0,2023/03
1151,1152,6249,(株)ゲームカード・ジョイコホールディングス,東証STD,33646,2011-04-01,2359.0,2023/03
1152,1153,3649,(株)ファインデックス,東証PRM,26423,2011-03-23,993.0,2022/12
1153,1154,4928,(株)ノエビアホールディングス,東証PRM,177614,2011-03-22,5200.0,2023/09
1154,1155,7150,(株)島根銀行,東証STD,4368,2011-03-15,519.0,2023/03
1155,1156,2229,カルビー(株),東証PRM,413709,2011-03-11,3089.0,2023/03
1156,1157,3648,ＡＧＳ(株),東証STD,15636,2011-03-11,889.0,2023/03
1157,1158,3646,(株)駅探,東証GRT,2070,2011-03-03,344.0,2023/03
1158,1159,3647,(株)ジー・スリーホールディングス,東証STD,2215,2011-03-01,124.0,2023/08
1159,1160,3645,(株)メディカルネット,東証GRT,4277,2010-12-21,397.0,2023/05
1160,1161,6627,(株)テラプローブ,東証STD,62007,2010-12-16,6680.0,2023/12
1161,1162,4578,大塚ホールディングス(株),東証PRM,2989441,2010-12-15,5359.0,2022/12
1162,1163,4927,(株)ポーラ・オルビスホールディングス,東証PRM,354130,2010-12-10,1545.5,2022/12
1163,1164,6050,イー・ガーディアン(株),東証PRM,16850,2010-12-01,1412.0,2023/09
1164,1165,7818,(株)トランザクション,東証PRM,73527,2010-10-12,2503.0,2023/08
1165,1166,1418,インターライフホールディングス(株),東証STD,4282,2010-10-05,214.0,2023/02
1166,1167,1417,(株)ミライト・ワン,東証PRM,199831,2010-10-01,1934.0,2023/03
1167,1168,3166,ＯＣＨＩホールディングス(株),東証STD,21832,2010-10-01,1604.0,2023/03
1168,1169,9413,(株)テレビ東京ホールディングス,東証PRM,85359,2010-10-01,3095.0,2023/03
1169,1170,7148,(株)ＦＰＧ,東証PRM,158462,2010-09-07,1779.0,2023/09
1170,1171,2198,アイ・ケイ・ケイホールディングス(株),東証PRM,21958,2010-07-23,733.0,2023/10
1171,1172,3271,(株)ＴＨＥグローバル社,東証STD,11577,2010-07-01,409.0,2023/06
1172,1173,3640,(株)電算,東証STD,8709,2010-06-24,1492.0,2023/03
1173,1174,3641,(株)パピレス,東証STD,9583,2010-06-23,928.0,2023/03
1174,1175,3639,(株)ボルテージ,東証STD,1746,2010-06-11,268.0,2023/06
1175,1176,3161,アゼアス(株),東証STD,4162,2010-04-16,684.0,2023/04
1176,1177,5020,ＥＮＥＯＳホールディングス(株),東証PRM,1896442,2010-04-01,625.3,2023/03
1177,1178,6629,テクノホライゾン(株),東証STD,10005,2010-04-01,475.0,2023/03
1178,1179,8600,トモニホールディングス(株),東証PRM,75865,2010-04-01,392.0,2023/03
1179,1180,8630,ＳＯＭＰＯホールディングス(株),東証PRM,2716892,2010-04-01,8229.0,2023/03
1180,1181,8750,第一生命ホールディングス(株),東証PRM,3161705,2010-04-01,3194.0,2023/03
1181,1182,4577,ダイト(株),東証PRM,31271,2010-03-24,1992.0,2023/05
1182,1183,8283,(株)ＰＡＬＴＡＣ,東証PRM,274615,2010-03-18,4321.0,2023/03
1183,1184,7776,(株)セルシード,東証GRT,7267,2010-03-16,231.0,2022/12
1184,1185,3160,(株)大光,東証STD,9391,2010-03-09,631.0,2023/05
1185,1186,2196,(株)エスクリ,東証STD,3778,2010-03-05,274.0,2023/03
1186,1187,8715,アニコム　ホールディングス(株),東証PRM,48054,2010-03-03,591.0,2023/03
1187,1188,3269,アドバンス・レジデンス投資法人,東証,456411,2010-03-02,318500.0,---
1188,1189,3159,丸善ＣＨＩホールディングス(株),東証STD,30265,2010-02-01,327.0,2023/01
1189,1190,2195,アミタホールディングス(株),東証GRT,10622,2010-01-04,605.0,2022/12
1190,1191,6630,ヤーマン(株),東証PRM,58524,2009-12-24,1003.0,2023/04
1191,1192,4576,(株)デ・ウエスタン・セラピテクス研究所,東証GRT,4177,2009-10-23,130.0,2023/12
1192,1193,2270,雪印メグミルク(株),東証PRM,156786,2009-10-01,2216.0,2023/03
1193,1194,3156,(株)レスターホールディングス,東証PRM,90819,2009-10-01,3020.0,2023/03
1194,1195,3157,ジオリーブグループ(株),東証STD,18269,2009-10-01,1327.0,2023/03
1195,1196,8713,フィデアホールディングス(株),東証PRM,28538,2009-10-01,1573.0,2023/03
1196,1197,8714,(株)池田泉州ホールディングス,東証PRM,96948,2009-10-01,345.0,2023/03
1197,1198,4575,(株)キャンバス,東証GRT,10814,2009-09-17,600.0,2023/06
1198,1199,3636,(株)三菱総合研究所,東証PRM,80232,2009-09-14,4885.0,2023/09
1199,1200,4926,(株)シーボン,東証STD,6392,2009-09-11,1493.0,2023/03
1200,1201,7819,粧美堂(株),東証STD,9897,2009-09-11,738.0,2023/09
1201,1202,2193,クックパッド(株),東証STD,14073,2009-07-17,131.0,2023/12
1202,1203,3154,メディアスホールディングス(株),東証PRM,15940,2009-07-01,727.0,2023/06
1203,1204,3153,八洲電機(株),東証PRM,28470,2009-06-25,1307.0,2023/03
1204,1205,3266,(株)ファンドクリエーショングループ,東証STD,3053,2009-05-01,81.0,2023/11
1205,1206,3634,(株)ソケッツ,東証STD,2755,2009-04-02,1112.0,2023/03
1206,1207,2269,明治ホールディングス(株),東証PRM,1003630,2009-04-01,3420.0,2023/03
1207,1208,3151,(株)バイタルケーエスケー・ホールディングス,東証PRM,63477,2009-04-01,1223.0,2023/03
1208,1209,3635,(株)コーエーテクモホールディングス,東証PRM,600101,2009-04-01,1785.5,2023/03
1209,1210,5857,ＡＲＥホールディングス(株),東証PRM,154635,2009-04-01,1940.0,2023/03
1210,1211,4574,大幸薬品(株),東証PRM,15182,2009-03-18,301.0,2023/12
